site	size	surv	TSF
siteD	4.65396035	0	two
siteD	4.795790546	0	two
siteD	3.17805383	0	two
siteD	5.541263545	0	two
siteD	5.988961417	1	two
siteD	5.541263545	1	two
siteD	5.411646052	0	two
siteD	6.035481433	1	two
siteD	6.173786104	0	two
siteD	5.717027701	1	two
siteD	4.700480366	0	two
siteD	5.799092654	0	two
siteD	4.564348191	1	two
siteD	5.010635294	0	two
siteD	4.59511985	0	two
siteD	5.257495372	1	two
siteD	3.401197382	1	two
siteD	4.49980967	0	two
siteD	4.094344562	0	two
siteD	5.583496309	0	two
siteD	5.33753808	1	two
siteD	5.33753808	0	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	5.231108617	0	two
siteD	5.170483995	0	two
siteD	5.010635294	1	two
siteD	5.66296048	1	two
siteD	6.035481433	0	two
siteD	6.363028104	1	two
siteD	6.086774727	0	two
siteD	3.871201011	1	two
siteD	4.941642423	0	two
siteD	3.17805383	0	two
siteD	4.477336814	0	two
siteD	4.430816799	0	two
siteD	5.318119994	1	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	5.65248918	1	two
siteD	5.541263545	0	two
siteD	6.086774727	0	two
siteD	NA	NA	two
siteD	4.787491743	0	two
siteD	4.564348191	0	two
siteD	5.036952602	1	two
siteD	5.347107531	0	two
siteD	5.598421959	0	two
siteD	4.836281907	0	two
siteD	5.049856007	0	two
siteD	4.510859507	0	two
siteD	6.040254711	0	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	5.717027701	1	two
siteD	5.666426688	0	two
siteD	5.33753808	1	two
siteD	6.135564891	1	two
siteD	5.375278408	0	two
siteD	5.472270674	0	two
siteD	4.682131227	0	two
siteD	5.877735782	1	two
siteD	5.988961417	1	two
siteD	5.934894196	1	two
siteD	NA	NA	two
siteD	5.66296048	0	two
siteD	6.470799504	0	two
siteD	5.991464547	1	two
siteD	5.886104031	0	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	4.941642423	0	two
siteD	5.480638923	0	two
siteD	5.717027701	0	two
siteD	5.204006687	0	two
siteD	5.087596335	0	two
siteD	5.529429088	0	two
siteD	5.541263545	1	two
siteD	5.777652323	0	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	4.682131227	0	two
siteD	4.96284463	1	two
siteD	4.49980967	0	two
siteD	4.276666119	0	two
siteD	5.634789603	0	two
siteD	3.912023005	0	two
siteD	4.941642423	0	two
siteD	5.66296048	1	two
siteD	5.33753808	0	two
siteD	5.105945474	0	two
siteD	4.143134726	0	two
siteD	4.430816799	0	two
siteD	5.723585102	0	two
siteD	NA	NA	two
siteD	5.170483995	0	two
siteD	3.988984047	0	two
siteD	4.787491743	1	two
siteD	5.605802066	1	two
siteD	5.036952602	1	two
siteD	5.375278408	1	two
siteD	5.717027701	0	two
siteD	5.834810737	0	two
siteD	5.981414211	0	two
siteD	5.723585102	0	two
siteD	5.545177444	0	two
siteD	4.787491743	0	two
siteD	4.852030264	0	two
siteD	4.025351691	0	two
siteD	4.682131227	0	two
siteD	5.036952602	0	two
siteD	5.278114659	0	two
siteD	5.049856007	0	two
siteD	5.272999559	0	two
siteD	5.429345629	1	two
siteD	4.477336814	0	two
siteD	5.828945618	1	two
siteD	4.941642423	1	two
siteD	5.416100402	0	two
siteD	5.541263545	0	two
siteD	5.105945474	0	two
siteD	5.398162702	1	two
siteD	4.025351691	0	two
siteD	4.644390899	0	two
siteD	5.135798437	0	two
siteD	4.9698133	1	two
siteD	4.762173935	1	two
siteD	4.9698133	0	two
siteD	4.700480366	1	two
siteD	5.605802066	0	two
siteD	5.129898715	0	two
siteD	5.33753808	0	two
siteD	5.429345629	1	two
siteD	4.682131227	0	two
siteD	4.276666119	0	two
siteD	4.762173935	0	two
siteD	5.105945474	1	two
siteD	4.59511985	1	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	5.049856007	0	two
siteD	5.583496309	0	two
siteD	5.583496309	1	two
siteD	5.398162702	1	two
siteD	4.510859507	1	two
siteD	4.584967479	1	two
siteD	4.094344562	1	two
siteD	3.688879454	0	two
siteD	4.025351691	0	two
siteD	5.123963979	0	two
siteD	4.564348191	0	two
siteD	4.510859507	1	two
siteD	4.836281907	0	two
siteD	4.718498871	0	two
siteD	4.094344562	0	two
siteD	5.075173815	1	two
siteD	4.96284463	0	two
siteD	4.248495242	1	two
siteD	4.682131227	1	two
siteD	4.510859507	0	two
siteD	3.912023005	0	two
siteD	5.170483995	0	two
siteD	5.192956851	0	two
siteD	3.737669618	0	two
siteD	5.192956851	0	two
siteD	4.882801923	1	two
siteD	5.278114659	1	two
siteD	5.480638923	0	two
siteD	5.888877958	1	two
siteD	4.025351691	0	two
siteD	6.617402978	1	two
siteD	5.666426688	1	two
siteD	5.780743516	1	two
siteD	NA	NA	two
siteD	5.164785974	0	two
siteD	NA	NA	two
siteD	3.17805383	0	two
siteD	5.472270674	1	two
siteD	5.272999559	0	two
siteD	4.605170186	0	two
siteD	NA	NA	two
siteD	6.03068526	0	two
siteD	3.583518938	1	two
siteD	5.598421959	1	two
siteD	5.049856007	0	two
siteD	5.66296048	1	two
siteD	NA	NA	two
siteD	5.886104031	0	two
siteD	NA	NA	two
siteD	5.988961417	1	two
siteD	6.109247583	1	two
siteD	5.411646052	0	two
siteD	5.940171253	1	two
siteD	5.583496309	0	two
siteD	5.416100402	1	two
siteD	5.123963979	1	two
siteD	5.257495372	1	two
siteD	6.240275845	0	two
siteD	4.025351691	1	two
siteD	5.192956851	0	two
siteD	4.941642423	0	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	5.780743516	0	two
siteD	5.703782475	1	two
siteD	4.59511985	0	two
siteD	5.480638923	1	two
siteD	5.33753808	1	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	5.411646052	1	two
siteD	4.025351691	0	two
siteD	5.886104031	0	two
siteD	5.981414211	1	two
siteD	6.525029658	1	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	6.222576268	0	two
siteD	5.81711116	0	two
siteD	4.143134726	0	two
siteD	5.416100402	0	two
siteD	4.787491743	1	two
siteD	5.529429088	0	two
siteD	4.9698133	1	two
siteD	6.467698726	1	two
siteD	5.991464547	0	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	6.079933195	1	two
siteD	6.131226489	0	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	6.035481433	0	two
siteD	5.991464547	0	two
siteD	5.934894196	0	two
siteD	5.278114659	0	two
siteD	5.834810737	0	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	4.912654886	1	two
siteD	5.33753808	1	two
siteD	5.472270674	1	two
siteD	5.888877958	1	two
siteD	NA	NA	two
siteD	4.852030264	1	two
siteD	6.461468176	1	two
siteD	4.787491743	1	two
siteD	4.682131227	1	two
siteD	5.703782475	1	two
siteD	4.86753445	1	two
siteD	4.787491743	1	two
siteD	4.86753445	1	two
siteD	4.941642423	1	two
siteD	5.480638923	0	two
siteD	3.871201011	1	two
siteD	4.644390899	1	two
siteD	NA	NA	two
siteD	6.03068526	1	two
siteD	5.529429088	1	two
siteD	4.094344562	1	two
siteD	3.988984047	1	two
siteD	4.007333185	1	two
siteD	5.529429088	1	two
siteD	5.472270674	1	two
siteD	5.33753808	1	two
siteD	4.248495242	1	two
siteD	5.010635294	0	two
siteD	3.555348061	1	two
siteD	2.63905733	1	two
siteD	2.890371758	1	two
siteD	3.401197382	0	two
siteD	4.564348191	1	two
siteD	3.465735903	1	two
siteD	3.258096538	1	two
siteD	5.036952602	0	two
siteD	4.025351691	0	two
siteD	5.010635294	1	two
siteD	5.411646052	1	two
siteD	4.382026635	0	two
siteD	4.59511985	0	two
siteD	5.342334252	1	two
siteD	NA	NA	two
siteD	NA	NA	two
siteD	4.787491743	1	two
siteD	4.836281907	1	two
siteD	5.940171253	1	two
siteD	4.852030264	1	two
siteD	5.634789603	1	two
siteD	5.036952602	1	two
siteD	NA	NA	two
siteD	6.436150368	0	two
siteD	6.214608098	1	two
siteD	4.343805422	1	two
siteD	5.135798437	0	two
siteD	5.877735782	1	two
siteD	5.545177444	0	two
siteD	5.828945618	1	two
siteD	5.886104031	1	two
siteD	5.545177444	0	two
siteD	4.852030264	1	two
siteD	5.231108617	1	two
siteD	5.429345629	1	two
siteD	5.703782475	0	two
siteD	NA	NA	two
siteD	5.666426688	1	two
siteD	4.882801923	1	two
siteD	5.723585102	0	two
siteD	4.882801923	0	two
siteD	5.472270674	1	two
siteD	5.777652323	1	two
siteD	5.634789603	1	two
siteD	4.787491743	0	two
siteD	5.298317367	1	two
siteD	NA	NA	two
siteE	4.682131227	1	one
siteE	4.025351691	1	one
siteE	4.276666119	1	one
siteE	4.025351691	0	one
siteE	4.762173935	1	one
siteE	4.394449155	0	one
siteE	4.276666119	1	one
siteE	3.737669618	1	one
siteE	4.025351691	1	one
siteE	4.477336814	1	one
siteE	4.276666119	1	one
siteE	4.49980967	1	one
siteE	4.394449155	1	one
siteE	3.688879454	0	one
siteE	4.143134726	0	one
siteE	5.075173815	0	one
siteE	3.737669618	1	one
siteE	5.342334252	1	one
siteE	5.075173815	1	one
siteE	5.288267031	1	one
siteE	NA	NA	one
siteE	4.718498871	1	one
siteE	4.644390899	1	one
siteE	4.59511985	1	one
siteE	4.682131227	0	one
siteE	4.189654742	1	one
siteE	4.787491743	1	one
siteE	4.682131227	1	one
siteE	4.189654742	1	one
siteE	4.025351691	1	one
siteE	2.995732274	0	one
siteE	4.787491743	0	one
siteE	5.036952602	0	one
siteE	4.787491743	1	one
siteE	3.401197382	0	one
siteE	4.382026635	1	one
siteE	3.871201011	1	one
siteE	3.988984047	1	one
siteE	3.80666249	1	one
siteE	3.555348061	1	one
siteE	3.555348061	0	one
siteE	3.988984047	1	one
siteE	4.094344562	1	one
siteE	2.48490665	1	one
siteE	3.33220451	1	one
siteE	4.143134726	1	one
siteE	2.708050201	0	one
siteE	4.248495242	1	one
siteE	4.836281907	1	one
siteE	4.025351691	1	one
siteE	4.382026635	0	one
siteE	4.143134726	1	one
siteE	3.737669618	1	one
siteE	4.762173935	1	one
siteE	3.737669618	1	one
siteE	4.248495242	1	one
siteE	4.86753445	1	one
siteE	4.025351691	0	one
siteE	4.59511985	0	one
siteE	5.342334252	0	one
siteE	4.96284463	0	one
siteE	4.477336814	1	one
siteE	5.398162702	1	one
siteE	5.231108617	0	one
siteE	5.257495372	1	one
siteE	4.941642423	1	one
siteE	4.025351691	1	one
siteE	4.96284463	1	one
siteE	3.891820298	1	one
siteE	4.787491743	1	one
siteE	4.59511985	1	one
siteE	3.737669618	0	one
siteE	4.86753445	1	one
siteE	5.170483995	1	one
siteE	5.105945474	0	one
siteE	5.049856007	1	one
siteE	NA	NA	one
siteE	4.86753445	1	one
siteE	5.036952602	1	one
siteE	4.787491743	0	one
siteE	4.682131227	0	one
siteE	5.075173815	1	one
siteE	4.477336814	1	one
siteE	4.787491743	0	one
siteE	4.394449155	0	one
siteE	4.158883083	0	one
siteE	5.774551546	1	one
siteE	5.257495372	1	one
siteE	5.129898715	1	one
siteE	4.882801923	1	one
siteE	5.036952602	1	one
siteE	4.158883083	0	one
siteE	4.762173935	1	one
siteE	5.105945474	1	one
siteE	4.605170186	1	one
siteE	4.96284463	1	one
siteE	5.33753808	1	one
siteE	NA	NA	one
siteE	5.375278408	0	one
siteE	4.787491743	1	one
siteE	3.583518938	0	one
siteE	4.477336814	1	one
siteE	5.257495372	1	one
siteE	5.560681631	1	one
siteE	5.105945474	1	one
siteE	4.787491743	1	one
siteE	NA	NA	one
siteE	NA	NA	one
