"fl"	"size"	"TSF"
NA	NA	"three"
NA	NA	"three"
1	5.988961417	"three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	5.799092654	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	6.025865974	">three"
NA	NA	">three"
1	6.628041376	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	5.96870756	">three"
NA	NA	">three"
NA	NA	">three"
1	6.354370041	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	6.756932389	">three"
0	4.718498871	">three"
1	6.646390515	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	4.9698133	">three"
NA	NA	">three"
0	5.318119994	">three"
1	5.288267031	">three"
1	5.529429088	">three"
NA	NA	">three"
NA	NA	">three"
0	5.529429088	">three"
1	6.646390515	">three"
NA	NA	">three"
NA	NA	">three"
0	5.888877958	">three"
0	5.509388337	">three"
1	6.109247583	">three"
NA	NA	">three"
0	5.455321115	">three"
0	5.541263545	">three"
0	3.784189634	">three"
NA	NA	">three"
NA	NA	">three"
0	4.718498871	">three"
NA	NA	">three"
NA	NA	">three"
1	6.416732283	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	6.079933195	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	5.65248918	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	4.852030264	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	5.924255797	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	6.104793232	">three"
1	6.445719819	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	5.65248918	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	5.170483995	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	5.347107531	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	6.003887067	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	5.924255797	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	5.598421959	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	5.780743516	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	5.934894196	">three"
1	6.65544035	">three"
0	5.135798437	">three"
NA	NA	">three"
NA	NA	">three"
0	4.787491743	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	6.81563999	">three"
1	6.782192056	">three"
NA	NA	">three"
0	5.703782475	">three"
NA	NA	">three"
0	5.877735782	">three"
NA	NA	">three"
NA	NA	">three"
0	2.890371758	">three"
0	3.465735903	">three"
0	5.723585102	">three"
NA	NA	">three"
NA	NA	">three"
1	6.802394763	">three"
1	5.075173815	">three"
0	5.288267031	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	5.666426688	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	6.733401892	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	6.222576268	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	5.717027701	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	7.137278437	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	5.97126184	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	3.33220451	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	5.774551546	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	5.398162702	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	5.318119994	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	5.85220248	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	5.472270674	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	5.272999559	">three"
NA	NA	">three"
1	6.079933195	">three"
1	5.411646052	">three"
NA	NA	">three"
0	4.718498871	">three"
NA	NA	">three"
0	5.288267031	">three"
0	5.231108617	">three"
NA	NA	">three"
NA	NA	">three"
0	3.401197382	">three"
0	2.890371758	">three"
0	3.17805383	">three"
NA	NA	">three"
1	6.025865974	">three"
0	6.240275845	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	5.828945618	">three"
NA	NA	">three"
0	4.941642423	">three"
1	5.541263545	">three"
0	5.272999559	">three"
NA	NA	">three"
1	6.240275845	">three"
1	6.03068526	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	6.828712072	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
1	7.288244401	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	5.950642553	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
0	5.318119994	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
NA	NA	">three"
