site	size	fps	time	TSF
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	5.605802066	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	5.768320996	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	5.598421959	4	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	3.401197382	NA	2014	>three
siteA	4.96284463	NA	2014	>three
siteA	4.762173935	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteA	NA	NA	2014	>three
siteB	6.356107661	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	3.871201011	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	3.871201011	NA	2014	>three
siteB	3.737669618	NA	2014	>three
siteB	5.375278408	NA	2014	>three
siteB	5.583496309	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	5.655991811	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	5.655991811	4	2014	>three
siteB	NA	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	5.247024072	NA	2014	>three
siteB	6.313548046	NA	2014	>three
siteB	4.189654742	NA	2014	>three
siteB	4.189654742	NA	2014	>three
siteB	5.480638923	3	2014	>three
siteB	NA	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	5.843544417	9	2014	>three
siteB	NA	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	NA	NA	2014	>three
siteB	4.430816799	NA	2014	>three
siteB	6.052089169	4	2014	>three
siteB	5.843544417	5	2014	>three
siteB	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	3.401197382	NA	2014	>three
siteC	4.787491743	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	5.529429088	NA	2014	>three
siteC	4.317488114	NA	2014	>three
siteC	4.787491743	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	7.522940918	4	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	7.061334367	4	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	7.789454566	3	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	3.33220451	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	5.620400866	NA	2014	>three
siteC	5.480638923	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	5.442417711	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	6.142037406	2	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	4.65396035	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	5.634789603	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	5.480638923	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	3.17805383	NA	2014	>three
siteC	3.33220451	NA	2014	>three
siteC	3.33220451	NA	2014	>three
siteC	3.17805383	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	4.510859507	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	4.158883083	NA	2014	>three
siteC	3.912023005	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	4.682131227	NA	2014	>three
siteC	3.465735903	NA	2014	>three
siteC	3.80666249	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	5.023880521	NA	2014	>three
siteC	4.510859507	NA	2014	>three
siteC	3.401197382	NA	2014	>three
siteC	3.401197382	NA	2014	>three
siteC	3.871201011	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	5.429345629	3	2014	>three
siteC	5.257495372	2	2014	>three
siteC	5.96870756	1	2014	>three
siteC	5.123963979	NA	2014	>three
siteC	4.9698133	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	4.189654742	NA	2014	>three
siteC	3.988984047	NA	2014	>three
siteC	4.430816799	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	4.86753445	NA	2014	>three
siteC	4.787491743	NA	2014	>three
siteC	5.075173815	NA	2014	>three
siteC	5.231108617	NA	2014	>three
siteC	5.105945474	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	5.347107531	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	4.276666119	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
siteC	NA	NA	2014	>three
